PolicyNumber,EffectiveDate,ExpirationDate,Term,InsuredCustomerNumber,InsuredCompanyName,WrittenPremiumAmount,LineOfBusiness,LineOfBusinessCode,NewOrRenewal,InsuredIndustry,InsuredSector,DistributionChannel,InsuredEIN,InsuredCity,InsuredStateCode,InsuredContactCellPhone,InsuredContactEmail,InsuredNumberOfEmployees,InsuredEmployeeTier,InsuredAnnualRevenue,ProducerProfitCenterID,Territory,ProducerCode,AgentName,GenerationDate
9545077,2022-04-08,2023-04-08,12,4669499,Transform 24/7 E-Tailers,55860.00,Worker's Comp,WC,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,91-8409785,Minneapolis,MN,016-247-1804,fosterzachary@gmail.com,147,2,564418554,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
8862341,2022-04-07,2023-04-07,12,8439206,Utilize Bleeding-Edge Experiences,78120.00,Worker's Comp,WC,New,Transport & Logistics,Transportation,Agent Portal,98-3532886,New York,NY,223-141-2151,rgraham@pennington-joseph.biz,217,2,63156331,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
8808783,2022-04-06,2023-04-06,12,2719621,E-Enable Integrated Solutions,51700.00,Commercial Auto,AUTO,Renewal,Forestry & Wood Products,Construction,Agent Email ACORD,95-9545979,Montpelier,VT,009-172-1657,christopher29@gmail.com,235,2,225632430,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
9361528,2022-04-12,2023-04-12,12,5428759,Scale Scalable Initiatives,240700.00,Worker's Comp,WC,Renewal,Real Estate Operations,Services,Agent Email ACORD,92-4061162,Jackson,MS,613-165-8656,hansencrystal@yahoo.com,415,2,599357110,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
4677755,2022-04-27,2023-04-27,12,8917723,Transition Customized Web Services,332100.00,Commercial Auto,AUTO,New,Transport & Logistics,Transportation,Agent Email Not-ACORD,90-1825379,Lincoln,NE,149-535-2242,aberry@benson.org,205,2,59663815,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
9536621,2022-04-09,2023-04-09,12,6212700,Redefine Front-End E-Services,592650.00,Commercial Auto,AUTO,Renewal,Special Transportation Services,Transportation,Agent Email Not-ACORD,90-8035660,Milwaukee,WI,611-327-5883,gabriel63@gmail.com,439,2,1487015920,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
1688368,2022-04-19,2023-04-19,12,4348090,Unleash Bleeding-Edge Mindshare,33900.00,Commercial Auto,AUTO,New,Personal & Household Products,Consumer Non Cyclical,Agent Email ACORD,95-2353770,Honolulu,HI,619-464-5597,vanessacarrillo@smith-garza.com,339,2,181453479,25859,West,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
9182896,2022-04-18,2023-04-18,12,4085868,Aggregate Seamless Web-Readiness,33000.00,Commercial Auto,AUTO,Renewal,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Portal,95-1971164,North Las Vegas,NV,038-820-7335,dana80@brennan-kim.com,330,2,173157600,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
7049300,2022-04-06,2023-04-06,12,8276869,Harness Value-Added Web-Readiness,1575000.00,Commercial Auto,AUTO,Renewal,Security & Armored Car Services,Transportation,Agent Email Not-ACORD,91-3838714,Detroit,MI,400-962-6924,davidwhite@hotmail.com,875,3,140461125,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
9180578,2022-04-10,2023-04-10,12,3546865,Innovate Enterprise Web-Readiness,108400.00,Worker's Comp,WC,New,Environmental Services,Services,Agent Portal,92-4125783,Tuscaloosa,AL,491-327-3984,acooke@moore.org,271,2,109186713,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
8228683,2022-04-25,2023-04-25,12,5048455,Disintermediate One-To-One Markets,12800.00,Worker's Comp,WC,Renewal,Security & Armored Car Services,Transportation,Agent Email ACORD,94-7644176,Anchorage,AK,398-522-3966,spearsfrank@johnson-gray.net,20,1,3210540,27719,West,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
4719315,2022-04-14,2023-04-14,12,3020266,Innovate Holistic Deliverables,158720.00,Worker's Comp,WC,New,Security & Armored Car Services,Transportation,Agent Portal,90-6079537,Raleigh,NC,934-280-3385,gabriel39@frey.com,248,2,39810696,27719,Southeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
7391541,2022-04-25,2023-04-25,12,1747057,Revolutionize Mission-Critical Vortals,81780.00,Worker's Comp,WC,Renewal,"Internet, Mail Order & Online Shops",Retail,Direct Voice,93-9228888,Louisville,KY,967-162-3418,christine77@hotmail.com,141,2,82369098,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1849063,2022-04-17,2023-04-17,12,2194975,Extend One-To-One Action-Items,5700.00,Commercial Auto,AUTO,New,Alcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,95-7956539,Henderson,NV,959-941-3416,ericatrevino@hotmail.com,57,1,218856174,31793,West,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
5879568,2022-04-14,2023-04-14,12,7760700,Enable Value-Added Action-Items,98200.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Direct Portal,94-1966772,Wichita,KS,151-655-2555,nelsonjoseph@yahoo.com,491,2,475642011,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
5830979,2022-04-15,2023-04-15,12,9373932,Grow Enterprise E-Tailers,44400.00,Commercial Auto,AUTO,New,Software & Programming,Services,Direct Voice,95-2306608,Pearland,TX,479-450-3939,melissamunoz@travis.com,444,2,191139336,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8036531,2022-04-04,2023-04-04,12,7818592,Enable Cross-Media Communities,73320.00,Worker's Comp,WC,New,Professional Services,Services,Agent Portal,90-7604065,Honolulu,HI,475-528-0719,annettemoore@gmail.com,94,1,41834230,34312,West,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
3297324,2022-04-29,2023-04-29,12,6104500,Envisioneer Dynamic Web-Readiness,32480.00,Worker's Comp,WC,Renewal,Specialty Retail,Retail,Direct Portal,99-6507211,Knoxville,TN,537-537-5396,ortegawarren@gmail.com,112,2,64423296,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
5969716,2022-04-22,2023-04-22,12,5194578,Disintermediate Cross-Platform Interfaces,4000.00,Worker's Comp,WC,New,Environmental Services,Services,Agent Portal,98-9293175,Wichita,KS,421-782-8650,jeffreyharris@hotmail.com,10,1,4029030,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
624498,2022-04-07,2023-04-07,12,4808982,Implement Clicks-And-Mortar Channels,49200.00,Commercial Auto,AUTO,Renewal,Office Supplies,Consumer Non Cyclical,Agent Email Not-ACORD,98-4083901,Birmingham,AL,245-758-9975,idominguez@espinoza.com,492,2,161316468,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
2034926,2022-04-20,2023-04-20,12,2185490,Innovate Value-Added Eyeballs,2500.00,Commercial Auto,AUTO,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,95-2562017,Greeley,CO,142-726-5371,jhenderson@alvarado-riley.org,25,1,95989550,65294,West,98527,ALKEME,2023-06-01 19:49:38.000+0000
3726378,2022-04-03,2023-04-03,12,6352045,Redefine Scalable Systems,47760.00,Worker's Comp,WC,Renewal,Insurance Brokerage,Financial,Agent Email Not-ACORD,90-8800400,West Valley City,UT,988-733-4048,lisaking@yahoo.com,199,2,80686739,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
3369463,2022-04-19,2023-04-19,12,9567738,Brand B2C Roi,545400.00,Commercial Auto,AUTO,New,Agricultural Production,Consumer Non Cyclical,Direct Portal,99-0313903,Savannah,GA,838-973-0632,istevenson@hotmail.com,909,3,1113823152,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
4721703,2022-04-03,2023-04-03,12,4561250,Scale Front-End Communities,30800.00,Worker's Comp,WC,Renewal,Advertising,Services,Agent Portal,90-1719405,Portland,OR,567-066-1279,saundersbrett@young-johnson.com,44,1,13725932,27719,West,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
1101788,2022-04-22,2023-04-22,12,1064839,Redefine Extensible Applications,162720.00,Worker's Comp,WC,New,Transport & Logistics,Transportation,Agent Email Not-ACORD,91-7304217,Milwaukee,WI,060-206-2308,yweaver@lindsey.com,452,2,131551436,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
6807610,2022-04-03,2023-04-03,12,1328995,Brand Cutting-Edge Paradigms,397800.00,Worker's Comp,WC,Renewal,Professional Services,Services,Agent Email Not-ACORD,91-8890427,Sioux Falls,SD,382-969-8847,brownmark@bush.net,510,3,226972950,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
7230728,2022-04-09,2023-04-09,12,8477852,Mesh Robust Content,40800.00,Commercial Auto,AUTO,Renewal,Retail Apparel,Retail,Agent Email ACORD,95-1905803,Meridian,ID,354-586-1723,whitesandra@chapman-rogers.info,408,2,81290736,16296,West,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
6655365,2022-04-16,2023-04-16,12,4906145,Monetize Granular Convergence,36400.00,Commercial Auto,AUTO,Renewal,Specialty Retail,Retail,Agent Email ACORD,92-9679431,Boise,ID,754-983-0155,robinsonrebecca@lopez.net,182,2,104687856,16296,West,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
7366017,2022-04-23,2023-04-23,12,2997202,Repurpose Strategic Metrics,11780.00,Worker's Comp,WC,Renewal,Regional Banks,Financial,Direct Voice,90-3028457,Tampa,FL,153-187-8669,cschmidt@castaneda.net,62,1,32300326,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6171323,2022-04-07,2023-04-07,12,4197704,Incentivize Transparent Channels,17460.00,Worker's Comp,WC,Renewal,Grocery Stores,Retail,Direct Voice,93-8589989,Seattle,WA,571-140-0719,andersonelizabeth@cain.org,97,1,69094264,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
829367,2022-04-28,2023-04-28,12,8854350,Repurpose Bleeding-Edge Web-Readiness,22100.00,Commercial Auto,AUTO,New,Insurance Brokerage,Financial,Agent Portal,91-6238486,Jackson,MS,675-440-3442,elizabeth85@ruiz.com,221,2,89606881,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
7180160,2022-04-01,2023-04-01,12,2415533,Enable Back-End Markets,7540.00,Worker's Comp,WC,New,Forestry & Wood Products,Construction,Agent Portal,94-0015745,Manchester,NH,845-599-3187,tlewis@gmail.com,26,1,24963588,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
7465200,2022-04-05,2023-04-05,12,7037962,Monetize Dot-Com Networks,95200.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Agent Email Not-ACORD,99-0846647,Nashville,TN,529-371-0956,dylansmith@jackson.com,476,2,461111196,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
7656162,2022-04-06,2023-04-06,12,7370843,Re-Intermediate Frictionless Synergies,72820.00,Commercial Auto,AUTO,Renewal,Pharmacy Services & Retail Drugstore,Retail,Agent Email Not-ACORD,95-9244356,Columbus,OH,689-567-2067,hendersoneric@gonzales.com,331,2,736189016,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
1906169,2022-04-14,2023-04-14,12,7567364,Envisioneer Ubiquitous E-Markets,14400.00,Commercial Auto,AUTO,Renewal,Software & Programming,Services,Agent Portal,93-0499533,Syracuse,NY,856-402-0035,leachlauren@gmail.com,144,2,61991136,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
3964409,2022-04-10,2023-04-10,12,6429902,Seize Viral Schemas,24000.00,Worker's Comp,WC,Renewal,Office Supplies,Consumer Non Cyclical,Agent Portal,91-9703420,Nampa,ID,301-287-9565,kleinrobert@jackson-mcdaniel.com,96,1,31476384,65294,West,98527,ALKEME,2023-06-01 19:49:38.000+0000
8206501,2022-04-12,2023-04-12,12,5248215,Expedite Transparent Infrastructures,136740.00,Worker's Comp,WC,Renewal,Software & Programming,Services,Direct Portal,92-9098005,Oceanside,CA,864-412-7325,kevinsmith@gmail.com,159,2,68448546,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
5662557,2022-04-25,2023-04-25,12,3330625,Re-Intermediate Cross-Platform E-Business,40200.00,Commercial Auto,AUTO,New,Insurance Brokerage,Financial,Agent Email Not-ACORD,94-6920670,Charleston,WV,021-551-5861,jenniferbrown@cooper-crane.com,402,2,162995322,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
989083,2022-04-05,2023-04-05,12,5887397,Synthesize One-To-One Convergence,27000.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Agent Email Not-ACORD,93-8724414,West Jordan,UT,647-657-2999,christopherbrown@thompson.com,135,2,130777335,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
941731,2022-04-22,2023-04-22,12,7806769,Embrace Robust Networks,35200.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Email Not-ACORD,91-7736051,Jackson,MS,352-624-2355,codynguyen@charles.com,352,2,414234656,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
8508495,2022-04-24,2023-04-24,12,4268456,Syndicate Enterprise Applications,78000.00,Worker's Comp,WC,Renewal,Furniture & Fixtures,Retail,Agent Email Not-ACORD,99-4144960,Brockton,MA,894-149-1968,dalemurillo@hale.info,312,2,105504984,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
5735396,2022-04-05,2023-04-05,12,1998183,Embrace Robust Action-Items,110750.00,Worker's Comp,WC,Renewal,Investment Services,Financial,Agent Email Not-ACORD,90-7421515,West Jordan,UT,762-845-5621,stonegregory@baxter-harris.com,443,2,521323729,27719,West,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
283226,2022-04-30,2023-04-30,12,3894765,Incentivize E-Business Metrics,5940.00,Commercial Auto,AUTO,Renewal,Pharmacy Services & Retail Drugstore,Retail,Agent Email ACORD,90-2924898,New York,NY,431-649-4983,nlee@contreras.com,27,1,60051672,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
3638037,2022-04-12,2023-04-12,12,2923466,Revolutionize Customized Niches,129240.00,Worker's Comp,WC,New,Transport & Logistics,Transportation,Agent Email ACORD,98-3081187,Columbus,OH,333-807-2858,melissamoore@yahoo.com,359,2,104484437,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
6597155,2022-04-30,2023-04-30,12,1047572,Productize Robust Initiatives,144800.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Agent Email ACORD,90-0693552,Little Rock,AR,705-067-0202,travisanderson@bennett-jennings.org,724,3,701354004,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
1336798,2022-04-10,2023-04-10,12,3289456,Synthesize Back-End Roi,147560.00,Worker's Comp,WC,New,Special Transportation Services,Transportation,Agent Email Not-ACORD,91-2153706,Columbus,OH,541-964-1691,duanemurphy@gmail.com,434,2,1470079520,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
954041,2022-04-26,2023-04-26,12,3063094,Implement Bricks-And-Clicks Architectures,174480.00,Commercial Auto,AUTO,Renewal,Grocery Stores,Retail,Direct Portal,92-3333546,Billings,MT,824-411-9119,michaelhowell@reed.info,727,3,517850824,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
4560106,2022-04-16,2023-04-16,12,7102013,Unleash Impactful Info-Mediaries,14210.00,Worker's Comp,WC,New,Forestry & Wood Products,Construction,Direct Portal,95-6894197,Tuscaloosa,AL,144-555-8434,cmcdonald@yahoo.com,49,1,47046762,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
3119608,2022-04-04,2023-04-04,12,9755180,Facilitate Proactive Platforms,261030.00,Worker's Comp,WC,New,Wholesale,Retail,Direct Portal,94-3909704,Lexington,KY,973-999-3048,berryjames@hotmail.com,791,3,750657418,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
2350497,2022-04-10,2023-04-10,12,3528376,Utilize Holistic Roi,85550.00,Worker's Comp,WC,New,Specialty Retail,Retail,Agent Portal,92-3732677,Montgomery,AL,666-617-6629,pthomas@orr.biz,295,2,169686360,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
8985767,2022-04-20,2023-04-20,12,9146212,Harness Virtual Experiences,96400.00,Commercial Auto,AUTO,Renewal,Retail Apparel,Retail,Direct Voice,99-0063879,Columbia,SC,336-441-7605,alisha38@ramirez.biz,964,3,192069288,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6682744,2022-04-23,2023-04-23,12,4973266,Optimize Wireless Initiatives,16750.00,Worker's Comp,WC,Renewal,Furniture & Fixtures,Retail,Direct Portal,91-5600208,Anchorage,AK,890-813-2663,timothyrobertson@anderson-white.org,67,1,22656519,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
3322819,2022-04-21,2023-04-21,12,7964061,Whiteboard Out-Of-The-Box Solutions,11590.00,Worker's Comp,WC,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Portal,99-0587823,Virginia Beach,VA,005-552-8270,jmiles@hotmail.com,19,1,23281232,65294,Southeast,98527,ALKEME,2023-06-01 19:49:38.000+0000
8373917,2022-04-28,2023-04-28,12,4823987,Maximize Innovative Schemas,11600.00,Worker's Comp,WC,Renewal,Environmental Services,Services,Agent Email ACORD,94-9904389,Washington,DC,161-190-6479,williamsanthony@macias.com,29,1,11684187,25859,Northeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
4156791,2022-04-03,2023-04-03,12,1077118,Re-Contextualize Plug-And-Play Content,981720.00,Commercial Auto,AUTO,Renewal,Transport & Logistics,Transportation,Agent Email Not-ACORD,94-9957367,Atlanta,GA,272-975-6652,owensrobert@hotmail.com,606,3,176372058,25859,Southeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
8497009,2022-04-09,2023-04-09,12,8235360,Engineer Robust Technologies,88080.00,Commercial Auto,AUTO,New,Grocery Stores,Retail,Agent Portal,92-9382600,Little Rock,AR,871-040-4317,gbutler@spencer.info,367,2,261418504,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
8655061,2022-04-04,2023-04-04,12,3072433,Incubate Interactive Architectures,81900.00,Commercial Auto,AUTO,New,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email Not-ACORD,92-4140157,Akron,OH,600-726-2353,nmahoney@roth.com,819,3,429745680,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
8756425,2022-04-21,2023-04-21,12,7059388,Aggregate One-To-One Vortals,52800.00,Commercial Auto,AUTO,New,Personal Services,Services,Direct Voice,98-1745150,Billings,MT,580-068-9738,gregoryvargas@yahoo.com,66,1,105741702,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8373862,2022-04-12,2023-04-12,12,8431507,Iterate Intuitive Vortals,19900.00,Commercial Auto,AUTO,Renewal,Food Processing,Consumer Non Cyclical,Agent Portal,98-5496036,Seattle,WA,514-233-7381,kellyvirginia@gmail.com,199,2,169896051,31793,West,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
132700,2022-04-05,2023-04-05,12,2949865,Strategize Visionary E-Services,149260.00,Worker's Comp,WC,New,Special Transportation Services,Transportation,Agent Portal,91-0954977,Mesa,AZ,739-918-3950,qhenderson@larson.com,439,2,1487015920,31793,West,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
232242,2022-04-04,2023-04-04,12,1437481,Strategize Front-End Info-Mediaries,323700.00,Worker's Comp,WC,Renewal,Pharmacy Services & Retail Drugstore,Retail,Agent Email Not-ACORD,95-3476965,Manchester,NH,943-281-3239,david79@hotmail.com,415,2,923016440,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
2137036,2022-04-10,2023-04-10,12,9071723,Target End-To-End E-Business,19760.00,Worker's Comp,WC,New,Regional Banks,Financial,Agent Email Not-ACORD,91-5795536,Augusta,ME,577-069-8678,pschultz@hotmail.com,104,2,54181192,65294,Northeast,98527,ALKEME,2023-06-01 19:49:38.000+0000
7920100,2022-04-25,2023-04-25,12,3063186,Generate World-Class Info-Mediaries,15860.00,Worker's Comp,WC,New,Consumer Financial Services,Financial,Agent Email ACORD,93-7098031,Cedar Rapids,IA,960-087-9875,thomas09@silva.net,61,1,59091981,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
447129,2022-04-19,2023-04-19,12,5380659,Benchmark Efficient Communities,36860.00,Worker's Comp,WC,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Direct Voice,95-2320014,Omaha,NE,954-629-5631,moorenicole@yahoo.com,97,1,372439454,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1779721,2022-04-12,2023-04-12,12,3505445,Architect Innovative Networks,51600.00,Commercial Auto,AUTO,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Email ACORD,90-6946555,Grand Rapids,MI,000-707-4395,greerpatricia@fisher.net,86,1,105378208,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
