policyid,customerno,policyquotationdate,policyeffectivedate,sex,firstname,lastname,customerdob,issuestate,city,country,issueage,smokingclass,uwclass,coverageunit,prodcode,yearlypremium,policystatus,sumassured,nationalid,maritalstatus,emailid,phoneno,policyterm,newrenew,producer,policyterminationdate,policyterminationreason,monthlypremium,agentcommision,premiumpaidtilldate,commisionpaidtilldate,beneficiaryname,beneficiaryrelationship,beneficiarypct,lastupdated
10010131,10022358,2022-10-21,2023/01/01,M,Dustin,Wagner,1972/08/06,OK,Norman,USA,50,N,0,344,A0001,447,A,344000,497-44-4670,divorced,kgriffin@yahoo.com,819-026-6748,15,R,P1002590,2038-01-01,,42.84,9.42,42.84,9.42,Charles Vega,Son,100,14/02/2023 10:19:06
10010132,10006135,2022-11-04,2023/01/01,F,Olivia,King,1981/12/24,MD,Baltimore,USA,41,S,0,81,A0001,97,A,81000,234-18-9801,married,donaldross@hotmail.com,912-670-5526,15,N,P1000729,2038-01-01,,9.3,2.05,9.3,2.05,Nicholas Gordon DDS,Spouse,100,14/02/2023 10:19:06
10010133,10034121,2022-11-21,2023/01/01,F,Melissa,Hodge,1989/01/07,NV,Henderson,USA,33,S,0,247,A0001,296,A,247000,844-97-3414,divorced,ucohen@hotmail.com,876-257-0041,15,R,P1002607,2038-01-01,,28.37,6.24,28.37,6.24,James Cohen,Daughter,100,14/02/2023 10:19:06
10010134,10032579,2022-12-06,2023/01/01,M,Ronald,Singleton,1993/03/09,MD,Baltimore,USA,29,S,1,363,A0001,435,A,363000,059-21-7447,single,clayton26@hotmail.com,009-795-3542,15,R,P1001909,2038-01-01,,41.69,9.17,41.69,9.17,Ashley Brown,Spouse,100,14/02/2023 10:19:06
10010135,10020689,2022-10-13,2023/01/01,F,Sarah,Robertson,1944/06/23,MS,Jackson,USA,78,N,0,180,A0001,234,A,180000,680-68-7858,single,marytaylor@yahoo.com,559-132-4808,15,R,P1000264,2038-01-01,,22.42,4.93,22.42,4.93,Denise Jenkins,Spouse,100,14/02/2023 10:19:06
10010136,10018684,2022-11-20,2023/01/01,M,David,Smith,1952/03/21,LA,New Orleans,USA,70,S,0,474,A0001,663,A,474000,642-31-6973,married,earmstrong@hotmail.com,617-073-9607,15,R,P1000679,2038-01-01,,63.54,13.98,63.54,13.98,Eric Fowler,Son,100,14/02/2023 10:19:06
10010137,10013676,2022-10-03,2023/01/01,F,Kristen,Miller,1960/07/19,SC,North Charleston,USA,62,N,0,179,A0001,232,A,179000,395-70-7229,single,crystalpeterson@hotmail.com,403-285-7271,15,N,P1000403,2038-01-01,,22.23,4.89,22.23,4.89,Anthony Walsh,Daughter,100,14/02/2023 10:19:06
10010138,10016000,2022-11-10,2023/01/01,F,Felicia,Gardner,1977/01/25,SD,Sioux Falls,USA,45,S,0,459,A0001,550,A,459000,164-26-1504,single,qpaul@yahoo.com,651-280-9929,15,R,P1001563,2038-01-01,,52.71,11.6,52.71,11.6,Ryan Clarke,Spouse,100,14/02/2023 10:19:06
10009566,10028184,2022-08-19,2022/10/31,F,Tanya,Johnson,1992/02/07,VA,Richmond,USA,30,N,1,269,A0001,309,T,269000,059-26-6852,married,blankenshippriscilla@hotmail.com,229-194-2705,15,R,P1001263,2037-10-31,Cancelled due to non payment,29.61,6.51,59.22,10.95,Carl Reid,Spouse,100,14/02/2023 10:19:05
10009567,10016809,2022-09-26,2022/10/31,M,Richard,Schneider,1994/08/31,MD,Baltimore,USA,28,S,0,57,A0001,68,P,57000,663-41-5653,single,woodsnicholas@hotmail.com,766-821-9391,15,N,P1001701,2037-10-31,,6.52,1.43,13.04,2.41,Douglas Harris,Daughter,100,14/02/2023 10:19:05
10009568,10029139,2022-08-29,2022/10/31,F,Allison,Clarke,1969/11/26,FL,Pembroke Pines,USA,52,N,2,245,A0001,318,A,245000,058-33-3928,single,michaelstewart@hotmail.com,531-792-4354,15,R,P1002804,2037-10-31,,30.47,6.7,60.94,11.27,Courtney Yang,Spouse,100,14/02/2023 10:19:05
10009569,10028819,2022-08-03,2022/10/31,M,Caleb,Hughes,1946/06/17,CT,New Haven,USA,76,S,2,495,A0001,693,D,495000,613-84-0714,married,clayton21@gmail.com,414-051-1612,15,N,P1000419,2037-10-31,Deceased,66.41,14.61,132.82,24.57,David Mclaughlin Jr.,Spouse,100,14/02/2023 10:19:05
10009570,10007956,2022-10-19,2022/10/31,M,Daniel,Prince,1948/09/30,ME,Augusta,USA,74,N,2,245,A0001,318,C,245000,044-62-3388,married,xavierdougherty@hotmail.com,565-884-6276,15,N,P1002312,2037-10-31,Cancelled by policy holder request,30.47,6.7,60.94,11.27,Debra Russell,Son,100,14/02/2023 10:19:05
10009571,10009007,2022-10-04,2022/10/31,M,William,George,1978/08/20,NC,High Point,USA,44,S,2,411,A0001,493,D,411000,557-67-3363,married,lwong@gmail.com,201-878-5657,15,N,P1001760,2037-10-31,Deceased,47.25,10.39,94.5,17.48,Carrie Cox,Spouse,100,14/02/2023 10:19:05
10009572,10023431,2022-08-18,2022/10/31,M,Logan,Williams,1978/02/17,MD,Baltimore,USA,44,N,1,133,A0001,152,C,133000,271-79-1902,married,james92@hotmail.com,485-969-2089,15,R,P1001909,2037-10-31,Cancelled by policy holder request,14.57,3.21,29.14,5.4,Patricia Hansen,Spouse,100,14/02/2023 10:19:05
10009573,10016519,2022-08-21,2022/10/31,M,Robert,Howard,1967/04/07,NJ,Newark,USA,55,S,1,457,A0001,639,C,457000,310-67-4402,divorced,ronaldlevy@yahoo.com,852-072-1049,15,R,P1002359,2037-10-31,Cancelled by policy holder request,61.24,13.47,122.48,22.66,Mike Mclaughlin,Spouse,100,14/02/2023 10:19:05
10009574,10046066,2022-08-27,2022/10/31,M,John,Collins,1971/04/03,GA,Sandy Springs,USA,51,S,0,65,A0001,91,D,65000,425-22-7591,married,zmalone@yahoo.com,127-039-7823,15,R,P1002127,2037-10-31,Deceased,8.72,1.92,17.44,3.23,Kevin Lee,Spouse,100,14/02/2023 10:19:05
10009575,10003934,2022-10-01,2022/10/31,M,Alexander,Smith,1965/06/01,MN,Saint Paul,USA,57,S,0,140,A0001,196,D,140000,493-28-9297,single,rcunningham@yahoo.com,587-763-6537,15,N,P1003254,2037-10-31,Deceased,18.78,4.13,37.56,6.95,Fernando Rosales,Son,100,14/02/2023 10:19:05
10009576,10025702,2022-08-11,2022/10/31,F,Taylor,Butler,2000/11/27,NC,Durham,USA,21,N,1,161,A0001,185,A,161000,317-22-1330,single,tanyapatel@gmail.com,873-044-5964,15,R,P1003420,2037-10-31,,17.73,3.9,35.46,6.56,Thomas Erickson,Daughter,100,14/02/2023 10:19:05
10009577,10020607,2022-10-01,2022/10/31,F,Jessica,Moore,1972/04/07,NC,Durham,USA,50,N,2,484,A0001,629,P,484000,357-30-0792,single,elizabeth50@yahoo.com,255-985-5478,15,R,P1001542,2037-10-31,,60.28,13.26,120.56,22.3,James Williams,Son,100,14/02/2023 10:19:05
10009578,10005728,2022-10-19,2022/10/31,F,Tina,Williams,1995/11/08,TN,Memphis,USA,26,N,1,370,A0001,425,D,370000,673-83-0048,single,peter88@yahoo.com,296-517-7316,15,N,P1000844,2037-10-31,Deceased,40.73,8.96,81.46,15.07,Calvin Nelson,Spouse,100,14/02/2023 10:19:05
10009579,10015590,2022-10-26,2022/11/02,F,Sarah,Bolton,1943/06/02,AR,Little Rock,USA,79,N,2,254,A0001,330,A,254000,620-42-4184,married,josephfoster@gmail.com,804-787-3461,15,N,P1000012,2037-11-02,,31.62,6.96,63.24,11.7,Lauren Hicks,Son,100,14/02/2023 10:19:05
10009580,10017939,2022-08-28,2022/11/02,M,Christian,Douglas,2000/05/02,NV,Henderson,USA,22,N,1,162,A0001,186,A,162000,562-32-2023,divorced,medinawanda@hotmail.com,380-162-3216,15,N,P1000109,2037-11-02,,17.82,3.92,35.64,6.59,Sarah Delacruz,Daughter,100,14/02/2023 10:19:05
10009581,10022477,2022-08-29,2022/11/02,F,Annette,Cohen,1944/01/01,GA,Atlanta,USA,78,N,1,158,A0001,205,C,158000,701-30-0584,single,timothy29@hotmail.com,274-939-4218,15,N,P1003114,2037-11-02,Cancelled by policy holder request,19.65,4.32,39.3,7.27,Janice Johnson,Daughter,100,14/02/2023 10:19:05
10009582,10037089,2022-09-07,2022/11/02,M,Scott,Perez,1975/01/22,CT,Hartford,USA,47,N,2,500,A0001,650,P,500000,200-62-5205,single,sierra45@gmail.com,319-815-3215,15,R,P1001876,2037-11-02,,62.29,13.7,124.58,23.04,Dennis Owens,Daughter,100,14/02/2023 10:19:05
10009583,10043054,2022-08-21,2022/11/02,F,Andrea,Parker,1964/05/08,WV,Charleston,USA,58,S,2,77,A0001,107,P,77000,245-37-9107,married,rodrigueztraci@yahoo.com,787-937-9260,15,N,P1002583,2037-11-02,,10.25,2.25,20.5,3.79,Anthony Pierce,Son,100,14/02/2023 10:19:05
10009584,10040286,2022-09-13,2022/11/02,M,Peter,Lopez,1973/05/17,AL,Montgomery,USA,49,N,2,309,A0001,401,D,309000,242-54-2446,single,adamlittle@hotmail.com,539-214-7684,15,N,P1001005,2037-11-02,Deceased,38.43,8.45,76.86,14.21,Jeffrey Myers,Spouse,100,14/02/2023 10:19:05
10009585,10037228,2022-10-28,2022/11/02,F,Sarah,Farmer,1972/12/13,MI,Lansing,USA,49,S,1,216,A0001,302,C,216000,160-35-7485,single,mike34@gmail.com,050-102-1934,15,R,P1001835,2037-11-02,Cancelled by policy holder request,28.94,6.37,57.88,10.71,Ronnie Robinson,Daughter,100,14/02/2023 10:19:05
10009586,10022123,2022-08-10,2022/11/02,M,Christopher,Buchanan,1964/12/09,MA,Springfield,USA,57,S,0,158,A0001,221,C,158000,825-22-1917,married,dianeolsen@gmail.com,888-225-1251,15,R,P1001904,2037-11-02,Cancelled by policy holder request,21.18,4.66,42.36,7.84,Anthony Hernandez,Son,100,14/02/2023 10:19:05
10009587,10043184,2022-09-10,2022/11/02,F,Erica,Jones,1970/03/30,NY,New York,USA,52,N,0,440,A0001,572,A,440000,048-60-2854,divorced,rodrigueztimothy@gmail.com,309-276-1081,15,R,P1002135,2037-11-02,,54.82,12.06,109.64,20.28,Tony Gonzalez,Spouse,100,14/02/2023 10:19:05
10009588,10030274,2022-09-10,2022/11/02,F,Alexandria,Wagner,1980/04/01,SC,Columbia,USA,42,S,1,319,A0001,382,P,319000,373-12-6296,divorced,pgomez@hotmail.com,074-026-3813,15,N,P1000629,2037-11-02,,36.61,8.05,73.22,13.54,Brian Wilson,Spouse,100,14/02/2023 10:19:05
10009589,10036761,2022-08-17,2022/11/02,M,Ronald,Conway,1960/02/08,TX,Austin,USA,62,N,0,242,A0001,314,C,242000,048-75-2435,divorced,stephen12@gmail.com,775-909-5295,15,R,P1003614,2037-11-02,Cancelled by policy holder request,30.09,6.62,60.18,11.13,Juan Powell,Son,100,14/02/2023 10:19:05
10009590,10009171,2022-09-13,2022/11/02,F,Jessica,Graham,1954/01/19,MA,Boston,USA,68,N,1,340,A0001,442,C,340000,373-20-1821,married,dosborn@gmail.com,514-068-4791,15,N,P1001003,2037-11-02,Cancelled by policy holder request,42.36,9.32,84.72,15.67,Scott Jackson,Spouse,100,14/02/2023 10:19:05
10009591,10031759,2022-10-18,2022/11/02,F,Brenda,Parsons,2002/10/13,FL,Lakeland,USA,20,N,1,384,A0001,441,D,384000,590-03-2384,married,bentleymichael@gmail.com,663-405-6940,15,R,P1002377,2037-11-02,Deceased,42.26,9.3,84.52,15.64,Richard Bernard,Daughter,100,14/02/2023 10:19:05
10009592,10018443,2022-09-22,2022/11/03,F,Crystal,Campos,1954/05/31,NH,Manchester,USA,68,N,1,115,A0001,149,T,115000,600-93-6523,single,sherri19@yahoo.com,931-835-8446,15,N,P1000324,2037-11-03,Cancelled due to non payment,14.28,3.14,28.56,5.28,Vanessa Cantu,Spouse,100,14/02/2023 10:19:05
10009593,10000877,2022-10-22,2022/11/03,F,Susan,Simmons,1979/04/07,IN,Indianapolis,USA,43,S,0,471,A0001,565,C,471000,086-47-2934,married,ydominguez@yahoo.com,650-925-9080,15,R,P1001677,2037-11-03,Cancelled by policy holder request,54.15,11.91,108.3,20.03,Gabriel Hawkins,Daughter,100,14/02/2023 10:19:05
10009594,10008180,2022-08-07,2022/11/03,M,Scott,Flores,1984/04/19,AR,Little Rock,USA,38,N,1,171,A0001,196,A,171000,726-21-3344,single,ashley54@yahoo.com,590-959-4928,15,R,P1001766,2037-11-03,,18.78,4.13,37.56,6.95,Ernest Russell,Spouse,100,14/02/2023 10:19:05
10009595,10046312,2022-09-09,2022/11/03,F,Jennifer,Davis,1972/10/28,AL,Huntsville,USA,50,S,0,103,A0001,144,T,103000,789-52-8836,single,raymondgonzalez@hotmail.com,549-762-6941,15,R,P1003659,2037-11-03,Cancelled due to non payment,13.8,3.04,27.6,5.11,Lisa Summers,Daughter,100,14/02/2023 10:19:05
10009596,10020686,2022-10-22,2022/11/03,F,Monica,Warren,1960/06/30,AR,Little Rock,USA,62,N,2,181,A0001,235,D,181000,874-53-2400,married,petersjohn@yahoo.com,593-582-9198,15,R,P1000189,2037-11-03,Deceased,22.52,4.95,45.04,8.33,Mary Vargas,Spouse,100,14/02/2023 10:19:05
10009597,10003125,2022-09-28,2022/11/03,M,David,Thomas,1982/12/09,MT,Billings,USA,39,N,1,183,A0001,210,P,183000,819-02-5114,married,walkerscott@gmail.com,642-979-0741,15,N,P1000373,2037-11-03,,20.12,4.43,40.24,7.45,Megan Romero,Daughter,100,14/02/2023 10:19:05
10009598,10000310,2022-08-13,2022/11/03,M,Jonathan,Newman,1984/12/26,MI,Detroit,USA,37,N,1,73,A0001,83,A,73000,063-75-3284,single,jevans@hotmail.com,837-029-1070,15,R,P1002176,2037-11-03,,7.95,1.75,15.9,2.94,Nicholas Curtis,Son,100,14/02/2023 10:19:05
10009599,10030725,2022-09-16,2022/11/03,F,Dawn,Thompson,2002/10/21,FL,Orlando,USA,20,N,0,133,A0001,152,P,133000,876-79-1845,single,leemichael@hotmail.com,362-292-8251,15,N,P1003498,2037-11-03,,14.57,3.21,29.14,5.4,Jordan Hill,Son,100,14/02/2023 10:19:05
10009600,10022379,2022-10-30,2022/11/03,F,Beth,Cox,1990/07/30,NJ,Elizabeth,USA,32,N,2,221,A0001,254,C,221000,055-98-8343,single,cnichols@gmail.com,257-072-0811,15,R,P1002359,2037-11-03,Cancelled by policy holder request,24.34,5.35,48.68,9.0,Ashley Wilkins,Son,100,14/02/2023 10:19:05
10009601,10013406,2022-09-27,2022/11/03,F,Patricia,Potter,1948/05/13,NH,Manchester,USA,74,N,2,240,A0001,312,P,240000,711-36-3942,married,emily73@hotmail.com,859-183-1464,15,R,P1000086,2037-11-03,,29.9,6.58,59.8,11.06,Dana Vance,Son,100,14/02/2023 10:19:05
10009602,10011945,2022-09-16,2022/11/03,F,Nicole,Delgado,1994/10/28,NJ,Newark,USA,28,N,0,215,A0001,247,A,215000,360-38-9973,single,conneramanda@hotmail.com,146-070-8555,15,R,P1001311,2037-11-03,,23.67,5.21,47.34,8.76,Travis Lewis,Daughter,100,14/02/2023 10:19:05
10009603,10037184,2022-09-22,2022/11/03,M,George,Little,2006/06/20,SC,North Charleston,USA,16,S,1,475,A0001,570,D,475000,139-64-4591,single,xlopez@hotmail.com,724-352-6153,15,N,P1002448,2037-11-03,Deceased,54.62,12.02,109.24,20.21,Kenneth Williams,Spouse,100,14/02/2023 10:19:05
10009604,10016767,2022-09-02,2022/11/03,F,Savannah,Romero,1990/06/26,NJ,Lakewood,USA,32,S,1,417,A0001,500,P,417000,380-29-4998,single,richardsonapril@hotmail.com,588-895-3844,15,N,P1000032,2037-11-03,,47.92,10.54,95.84,17.73,Robert Walker,Spouse,100,14/02/2023 10:19:05
10009605,10006962,2022-08-23,2022/11/03,M,Thomas,Blake,1950/03/19,MA,Brockton,USA,72,S,2,204,A0001,285,D,204000,881-79-0565,divorced,michaelschmidt@yahoo.com,675-834-5726,15,R,P1002156,2037-11-03,Deceased,27.31,6.01,54.62,10.11,Cheryl Miller,Son,100,14/02/2023 10:19:05
10009606,10008218,2022-09-18,2022/11/03,F,Jennifer,Mills,1952/04/19,NC,Durham,USA,70,N,1,126,A0001,163,A,126000,629-11-0105,single,thomas40@gmail.com,573-814-6275,15,R,P1000223,2037-11-03,,15.62,3.44,31.24,5.78,Diana Washington,Daughter,100,14/02/2023 10:19:05
10009607,10006685,2022-09-10,2022/11/04,M,Michael,Conner,1989/03/25,UT,West Valley City,USA,33,N,2,154,A0001,177,C,154000,633-90-7520,divorced,calebross@gmail.com,438-125-0015,15,N,P1003562,2037-11-04,Cancelled by policy holder request,16.96,3.73,33.92,6.27,Lisa Hernandez MD,Son,100,14/02/2023 10:19:05
10009608,10037235,2022-09-04,2022/11/04,M,Kenneth,Davis,1959/10/21,NY,New York,USA,63,N,0,170,A0001,221,T,170000,463-41-5325,single,johnsnyder@yahoo.com,033-419-0818,15,R,P1002212,2037-11-04,Cancelled due to non payment,21.18,4.66,42.36,7.84,Terry Burnett MD,Spouse,100,14/02/2023 10:19:05
10009609,10010883,2022-10-27,2022/11/04,M,Jacob,Stewart,1976/01/10,WY,Cheyenne,USA,46,S,1,174,A0001,243,T,174000,608-03-1683,married,wfrazier@hotmail.com,545-441-6744,15,R,P1000531,2037-11-04,Cancelled due to non payment,23.29,5.12,46.58,8.61,Jill Terry,Spouse,100,14/02/2023 10:19:05
10009610,10037859,2022-08-07,2022/11/04,F,Cindy,Smith,1992/09/25,IN,Evansville,USA,30,N,2,487,A0001,560,T,487000,535-88-0366,married,chad74@gmail.com,056-558-9558,15,R,P1000280,2037-11-04,Cancelled due to non payment,53.67,11.81,107.34,19.86,Robyn Roman,Spouse,100,14/02/2023 10:19:05
10009611,10016135,2022-10-12,2022/11/04,M,Daniel,Becker,1979/04/04,NY,New York,USA,43,S,0,236,A0001,283,T,236000,716-15-5264,divorced,wsmith@yahoo.com,190-625-3742,15,N,P1001453,2037-11-04,Cancelled due to non payment,27.12,5.97,54.24,10.04,Thomas Boyd,Daughter,100,14/02/2023 10:19:05
10009612,10019159,2022-08-31,2022/11/04,M,Brian,Harding,1940/03/14,NJ,Lakewood,USA,82,N,2,212,A0001,127,D,212000,784-51-1359,married,itucker@yahoo.com,528-157-3474,15,N,P1001223,2037-11-04,Deceased,12.17,2.68,24.34,4.51,Denise Cooley,Spouse,100,14/02/2023 10:19:05
10009613,10020781,2022-09-04,2022/11/04,M,Austin,Adams,1950/03/14,ID,Nampa,USA,72,N,2,500,A0001,650,T,500000,168-05-4782,single,heather39@gmail.com,480-341-2021,15,R,P1001206,2037-11-04,Cancelled due to non payment,62.29,13.7,124.58,23.04,Marcus May,Spouse,100,14/02/2023 10:19:05
10009614,10034540,2022-10-29,2022/11/04,M,John,Harper,1993/03/01,MO,St. Louis,USA,29,N,1,248,A0001,285,D,248000,375-37-6057,single,emilythompson@yahoo.com,462-341-9375,15,N,P1003440,2037-11-04,Deceased,27.31,6.01,54.62,10.11,Jesse Moody,Son,100,14/02/2023 10:19:05
10009615,10047124,2022-08-08,2022/11/04,F,Amy,Palmer,1981/11/08,GA,Atlanta,USA,40,S,1,154,A0001,184,A,154000,821-23-7279,single,srose@hotmail.com,100-327-4150,15,N,P1002945,2037-11-04,,17.63,3.88,35.26,6.52,Melanie Schultz,Daughter,100,14/02/2023 10:19:05
10009616,10022770,2022-08-13,2022/11/04,M,Andrew,Williams,1966/04/15,AR,Little Rock,USA,56,S,0,207,A0001,289,A,207000,341-26-3666,single,sarahtrevino@gmail.com,904-975-0023,15,R,P1003128,2037-11-04,,27.7,6.09,55.4,10.24,Tony Brown,Spouse,100,14/02/2023 10:19:05
10009617,10031045,2022-08-29,2022/11/05,M,Charles,Mosley,1954/03/23,LA,New Orleans,USA,68,S,0,383,A0001,536,A,383000,831-89-6308,single,smithrachael@hotmail.com,562-943-0934,15,R,P1001960,2037-11-05,,51.37,11.3,102.74,19.01,Phillip Jackson,Spouse,100,14/02/2023 10:19:05
10009618,10002398,2022-09-19,2022/11/05,F,Jamie,Bishop,1988/07/31,ME,Augusta,USA,34,S,1,148,A0001,177,C,148000,513-51-7202,single,rachel53@yahoo.com,077-918-1129,15,R,P1000727,2037-11-05,Cancelled by policy holder request,16.96,3.73,33.92,6.27,Michael Mathis,Spouse,100,14/02/2023 10:19:05
10009619,10013082,2022-09-04,2022/11/05,F,Melanie,Roberson,1974/11/08,DE,Dover,USA,47,N,2,217,A0001,282,D,217000,739-07-6703,single,youngjoyce@gmail.com,936-312-4360,15,N,P1001245,2037-11-05,Deceased,27.02,5.94,54.04,9.99,Randy Daniels,Daughter,100,14/02/2023 10:19:05
10009620,10015895,2022-10-08,2022/11/05,F,Holly,Thompson,1973/04/21,IN,Indianapolis,USA,49,S,1,207,A0001,289,C,207000,646-12-7493,married,brownnathaniel@hotmail.com,205-464-9416,15,N,P1001365,2037-11-05,Cancelled by policy holder request,27.7,6.09,55.4,10.24,Tina Phillips,Spouse,100,14/02/2023 10:19:05
10009621,10012743,2022-09-26,2022/11/05,F,Latoya,Gonzalez,1995/03/11,KS,Wichita,USA,27,N,2,453,A0001,520,P,453000,785-69-8321,married,bmills@gmail.com,937-545-0981,15,N,P1003829,2037-11-05,,49.83,10.96,99.66,18.43,Christopher Pham,Spouse,100,14/02/2023 10:19:05
10009622,10042555,2022-09-06,2022/11/05,F,Angela,Cuevas,1969/12/29,AZ,Peoria,USA,52,N,0,185,A0001,240,P,185000,356-04-2781,single,wnash@gmail.com,074-383-8995,15,N,P1003438,2037-11-05,,23.0,5.06,46.0,8.51,Michael Peters,Spouse,100,14/02/2023 10:19:05
10009623,10031164,2022-10-31,2022/11/05,M,Louis,Ward,1956/11/10,IA,Cedar Rapids,USA,65,S,2,299,A0001,418,P,299000,582-11-1512,divorced,campbellstephen@hotmail.com,301-264-3570,15,N,P1001470,2037-11-05,,40.06,8.81,80.12,14.82,Shannon Heath,Son,100,14/02/2023 10:19:05
10009624,10009287,2022-09-28,2022/11/05,F,Belinda,Fleming,1963/06/22,FL,Jacksonville,USA,59,S,1,97,A0001,135,C,97000,280-70-2275,single,cgonzalez@gmail.com,905-019-3377,15,N,P1003810,2037-11-05,Cancelled by policy holder request,12.94,2.85,25.88,4.79,Terry Hood,Spouse,100,14/02/2023 10:19:05
10009625,10023132,2022-10-18,2022/11/05,F,Lauren,Hall,1954/06/20,IL,Chicago,USA,68,N,1,108,A0001,140,C,108000,873-49-9047,single,amber87@hotmail.com,379-014-8015,15,R,P1000779,2037-11-05,Cancelled by policy holder request,13.42,2.95,26.84,4.96,Leslie Terry,Daughter,100,14/02/2023 10:19:05
10009626,10044408,2022-09-21,2022/11/05,M,Phillip,Mendoza,1985/10/12,KS,Topeka,USA,37,N,1,110,A0001,126,C,110000,275-18-6916,single,lmendez@gmail.com,132-613-4431,15,R,P1000123,2037-11-05,Cancelled by policy holder request,12.07,2.66,24.14,4.47,Carlos Hayes,Son,100,14/02/2023 10:19:05
10009627,10024886,2022-10-14,2022/11/05,M,Charles,Tran,1989/03/09,WI,Milwaukee,USA,33,N,2,255,A0001,293,D,255000,379-26-6270,single,jmartin@yahoo.com,651-753-4003,15,N,P1003032,2037-11-05,Deceased,28.08,6.18,56.16,10.39,David Howell,Daughter,100,14/02/2023 10:19:05
10009628,10009319,2022-10-04,2022/11/06,M,Benjamin,Mclaughlin,2006/07/06,MS,Jackson,USA,16,N,1,82,A0001,94,P,82000,741-24-0536,married,cruzjeffrey@gmail.com,079-994-3392,15,N,P1002578,2037-11-06,,9.01,1.98,18.02,3.33,Danielle Espinoza,Daughter,100,14/02/2023 10:19:05
10009629,10031108,2022-08-22,2022/11/06,F,Melissa,Lindsey,2005/06/09,LA,Baton Rouge,USA,17,N,0,346,A0001,397,A,346000,174-49-5174,married,karen41@gmail.com,979-432-6421,15,N,P1000958,2037-11-06,,38.05,8.37,76.1,14.08,Lisa Davis,Son,100,14/02/2023 10:19:05
10009630,10003757,2022-09-02,2022/11/06,F,Hannah,Allen,1987/07/24,VA,Chesapeake,USA,35,N,2,241,A0001,277,A,241000,556-61-7634,single,sheilaaguilar@gmail.com,522-338-1190,15,N,P1001191,2037-11-06,,26.55,5.84,53.1,9.82,Jeff Ibarra,Daughter,100,14/02/2023 10:19:05
10009631,10008891,2022-10-13,2022/11/06,M,Joseph,Burke,1991/02/15,MD,Baltimore,USA,31,S,1,219,A0001,262,C,219000,819-73-4036,divorced,lynchjenna@gmail.com,025-815-5799,15,R,P1001616,2037-11-06,Cancelled by policy holder request,25.11,5.52,50.22,9.29,Elaine Newman,Daughter,100,14/02/2023 10:19:05
10009632,10043997,2022-09-05,2022/11/06,F,Teresa,Gray,1982/10/02,AK,Anchorage,USA,40,S,0,168,A0001,201,T,168000,809-84-1945,single,joe56@gmail.com,249-226-7650,15,N,P1000441,2037-11-06,Cancelled due to non payment,19.26,4.24,38.52,7.13,Billy Duncan,Spouse,100,14/02/2023 10:19:05
10009633,10021326,2022-09-07,2022/11/06,F,Melissa,Smith,1971/05/25,TN,Murfreesboro,USA,51,S,2,87,A0001,121,A,87000,501-37-0720,married,ramoselizabeth@yahoo.com,403-775-7188,15,R,P1000233,2037-11-06,,11.6,2.55,23.2,4.29,Peter Johnson,Spouse,100,14/02/2023 10:19:05
10009634,10008577,2022-10-25,2022/11/06,M,Michael,Collins,1944/06/09,NC,Greensboro,USA,78,S,0,173,A0001,242,A,173000,372-57-9209,divorced,hernandezkatherine@hotmail.com,419-623-8298,15,R,P1000447,2037-11-06,,23.19,5.1,46.38,8.58,Matthew Sims,Daughter,100,14/02/2023 10:19:05
10009635,10020981,2022-08-16,2022/11/07,F,Melissa,King,2006/07/09,MO,Kansas City,USA,16,N,2,110,A0001,126,A,110000,710-65-4121,single,marialee@gmail.com,422-165-9510,15,N,P1001343,2037-11-07,,12.07,2.66,24.14,4.47,Anne Dunn,Daughter,100,14/02/2023 10:19:05
10009636,10016931,2022-10-16,2022/11/07,F,Kristina,Parker,1947/08/24,FL,Coral Springs,USA,75,N,1,299,A0001,388,C,299000,754-92-7169,single,whitetina@gmail.com,847-607-0194,15,N,P1003282,2037-11-07,Cancelled by policy holder request,37.18,8.18,74.36,13.76,Andrew Erickson,Daughter,100,14/02/2023 10:19:05
10009637,10034194,2022-09-21,2022/11/07,F,Heather,Cooper,1939/07/07,VA,Richmond,USA,83,N,1,210,A0001,126,C,210000,319-87-4791,single,nathanieldavies@gmail.com,853-471-5513,15,R,P1002284,2037-11-07,Cancelled by policy holder request,12.07,2.66,24.14,4.47,Henry Rhodes,Daughter,100,14/02/2023 10:19:05
10009638,10031065,2022-09-18,2022/11/07,F,April,Taylor,1974/02/07,IN,Indianapolis,USA,48,N,2,310,A0001,403,P,310000,819-08-1664,married,stephanie83@hotmail.com,774-710-6759,15,N,P1000843,2037-11-07,,38.62,8.5,77.24,14.29,Michele Fitzgerald MD,Spouse,100,14/02/2023 10:19:05
10009639,10027734,2022-08-11,2022/11/07,M,Peter,Riddle,1991/06/16,MS,Jackson,USA,31,N,1,429,A0001,493,C,429000,441-84-9566,divorced,hornwilliam@gmail.com,063-619-5876,15,N,P1003585,2037-11-07,Cancelled by policy holder request,47.25,10.39,94.5,17.48,Thomas Scott,Son,100,14/02/2023 10:19:05
10009640,10008966,2022-09-02,2022/11/07,F,Kaitlin,Rodriguez,1955/12/31,UT,Provo,USA,66,S,2,252,A0001,352,C,252000,272-43-9262,divorced,kristenbrown@hotmail.com,213-321-3913,15,N,P1000201,2037-11-07,Cancelled by policy holder request,33.73,7.42,67.46,12.48,Julie Johnson,Daughter,100,14/02/2023 10:19:05
