claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10000922,10002656,Joseph,Smith,01/03/2021,2020/10/08,A,Adjudicated,,,N,328000,,01/16/2021,,Christian Nelson,Son,100,,14/02/2023 10:26:20
10000923,10002734,Catherine,Hayes,01/03/2021,2020/10/17,R,Received,,,Y,126000,,,,Dawn Mitchell,Daughter,100,,14/02/2023 10:26:20
10000924,10002743,Carla,Leach,01/03/2021,2020/10/17,I,Inprogress,BN,Beneficiary Not Found,Y,66000,,,,Abigail Lane,Spouse,100,,14/02/2023 10:26:20
10000925,10002374,Mark,Swanson,01/03/2021,2020/09/06,R,Received,,,N,74000,,,,Christina Carter,Spouse,100,,14/02/2023 10:26:20
10000926,10002399,Alec,Dyer,01/03/2021,2020/09/10,P,Paid,,,Y,53000,53000,,02/01/2021,Danielle Olson,Daughter,100,1001001,14/02/2023 10:26:20
10000927,10002419,Kelsey,Boyer,01/03/2021,2020/09/12,A,Adjudicated,,,N,343000,,01/30/2021,,Rachel Bell,Daughter,100,,14/02/2023 10:26:20
10000928,10002317,Eric,Whitehead,01/03/2021,2020/09/05,I,Inprogress,PL,Policy Lapsed,Y,212000,,,,Carlos Ortiz,Daughter,100,,14/02/2023 10:26:20
10000929,10003484,Amber,Hernandez,01/31/2021,2020/12/28,P,Paid,,,Y,436000,436000,,02/18/2021,Marvin Nguyen,Spouse,100,1001001,14/02/2023 10:26:20
10000930,10003489,Jane,Humphrey,01/31/2021,2020/12/29,R,Received,,,Y,107000,,,,Eric Goodwin,Daughter,100,,14/02/2023 10:26:20
10000931,10003493,Kristen,Hill,01/31/2021,2020/12/29,R,Received,,,Y,422000,,,,Brian Brown,Son,100,,14/02/2023 10:26:20
10000932,10003495,Seth,Baker,01/31/2021,2020/12/29,I,Inprogress,PL,Policy Lapsed,Y,417000,,,,Carol Murray,Spouse,100,,14/02/2023 10:26:20
10000933,10003496,Lynn,Miller,01/31/2021,2020/12/29,P,Paid,,,N,493000,493000,,02/17/2021,Rose Mathis,Son,100,1001001,14/02/2023 10:26:20
10000934,10003499,Brian,Curtis,01/31/2021,2020/12/30,I,Inprogress,FI,Fraud Investigation In Progress,Y,78000,,,,Jessica Washington,Son,100,,14/02/2023 10:26:20
10000935,10003500,Amanda,Nichols,01/31/2021,2020/12/30,A,Adjudicated,,,N,331000,,02/11/2021,,Devin Robinson,Spouse,100,,14/02/2023 10:26:20
10000936,10003509,Emily,Reynolds,01/31/2021,2020/12/31,P,Paid,,,Y,315000,315000,,02/24/2021,Devon Ashley,Son,100,1001001,14/02/2023 10:26:20
10000937,10003512,Charles,Hall,01/31/2021,2020/12/31,A,Adjudicated,,,Y,190000,,02/10/2021,,Brandon Gonzales,Spouse,100,,14/02/2023 10:26:20
10000938,10003513,Christy,Martin,01/31/2021,2020/12/31,A,Adjudicated,,,N,492000,,02/19/2021,,Tracey Hunter,Son,100,,14/02/2023 10:26:20
10000939,10003521,Stephanie,Morales,01/31/2021,2020/12/31,I,Inprogress,BN,Beneficiary Not Found,N,354000,,,,Karen Brown,Son,100,,14/02/2023 10:26:20
10000940,10003529,Angelica,Fisher,01/31/2021,2021/01/02,I,Inprogress,RA,Requirement Awaited,N,95000,,,,Judy Thomas,Daughter,100,,14/02/2023 10:26:20
10000941,10003530,Charles,Lara,01/31/2021,2021/01/02,I,Inprogress,DP,Document in Process,Y,281000,,,,Melissa Edwards,Daughter,100,,14/02/2023 10:26:20
10000942,10003545,Charles,Banks,01/31/2021,2021/01/03,A,Adjudicated,,,N,449000,,02/23/2021,,Amanda Clements,Son,100,,14/02/2023 10:26:20
10000943,10003550,John,Harding,01/31/2021,2021/01/03,R,Received,,,N,378000,,,,Jessica Harrison,Son,100,,14/02/2023 10:26:20
10000944,10003558,Jacqueline,Hart,01/31/2021,2021/01/05,P,Paid,,,N,105000,105000,,02/24/2021,Jeremy Fisher,Spouse,100,1001001,14/02/2023 10:26:20
10000945,10003559,Christopher,Henry,01/31/2021,2021/01/05,P,Paid,,,Y,268000,268000,,02/24/2021,Ryan Bradley,Spouse,100,1001001,14/02/2023 10:26:20
10000946,10003568,Cheryl,Ferguson,01/31/2021,2021/01/06,A,Adjudicated,,,Y,301000,,03/02/2021,,Kenneth Hall,Daughter,100,,14/02/2023 10:26:20
10000947,10003583,Brian,Tucker,01/31/2021,2021/01/07,A,Adjudicated,,,N,314000,,02/19/2021,,Sarah Garcia,Daughter,100,,14/02/2023 10:26:20
10000948,10003591,Stephanie,Roach,01/31/2021,2021/01/08,A,Adjudicated,,,Y,66000,,02/20/2021,,Susan Collier,Daughter,100,,14/02/2023 10:26:20
10000949,10003593,Diane,Osborne,01/31/2021,2021/01/08,R,Received,,,N,54000,,,,Bradley Cummings,Daughter,100,,14/02/2023 10:26:20
10000950,10003606,April,Brown,01/31/2021,2021/01/09,A,Adjudicated,,,Y,234000,,02/27/2021,,Sonia Smith,Spouse,100,,14/02/2023 10:26:20
10000951,10003610,David,Wilson,01/31/2021,2021/01/10,I,Inprogress,PL,Policy Lapsed,N,452000,,,,Kim Hicks,Spouse,100,,14/02/2023 10:26:20
10000952,10003617,Anne,Bailey,01/31/2021,2021/01/10,A,Adjudicated,,,N,55000,,02/08/2021,,Laura Young,Daughter,100,,14/02/2023 10:26:20
10000953,10003618,Dale,Hardy,01/31/2021,2021/01/10,I,Inprogress,PL,Policy Lapsed,Y,89000,,,,Connie Campbell,Daughter,100,,14/02/2023 10:26:20
10000954,10003620,Michael,Pierce,01/31/2021,2021/01/10,I,Inprogress,RA,Requirement Awaited,Y,378000,,,,Jamie Sanchez MD,Son,100,,14/02/2023 10:26:20
10000955,10003629,Jacqueline,Garcia,01/31/2021,2021/01/14,P,Paid,,,Y,362000,362000,,02/16/2021,Danielle Patterson,Spouse,100,1001001,14/02/2023 10:26:20
10000956,10003636,Andrea,Hicks,01/31/2021,2021/01/15,I,Inprogress,FI,Fraud Investigation In Progress,N,158000,,,,Shelly Werner,Daughter,100,,14/02/2023 10:26:20
10000957,10003637,Jamie,Thompson,01/31/2021,2021/01/15,R,Received,,,Y,230000,,,,Melinda Robinson,Spouse,100,,14/02/2023 10:26:20
10000958,10003647,Kenneth,Smith,01/31/2021,2021/01/16,A,Adjudicated,,,N,269000,,02/18/2021,,Aaron Rodriguez,Son,100,,14/02/2023 10:26:20
10000959,10003649,Dennis,Crawford,01/31/2021,2021/01/16,R,Received,,,Y,262000,,,,Miguel Sullivan,Son,100,,14/02/2023 10:26:20
10000960,10003657,Amber,Herrera,01/31/2021,2021/01/17,I,Inprogress,PL,Policy Lapsed,Y,462000,,,,Karina Gray,Spouse,100,,14/02/2023 10:26:20
10000961,10003659,Lisa,Flores,01/31/2021,2021/01/17,P,Paid,,,N,169000,169000,,02/17/2021,Jacob Bender,Son,100,1001001,14/02/2023 10:26:20
10000962,10003660,Justin,Williams,01/31/2021,2021/01/17,I,Inprogress,RA,Requirement Awaited,Y,248000,,,,Lawrence Mcpherson,Spouse,100,,14/02/2023 10:26:20
10000963,10003664,Mario,Lopez,01/31/2021,2021/01/19,R,Received,,,N,199000,,,,Thomas Walsh,Spouse,100,,14/02/2023 10:26:20
10000964,10003669,Matthew,Anderson,01/31/2021,2021/01/19,P,Paid,,,Y,388000,388000,,02/18/2021,Paula Ayers,Son,100,1001001,14/02/2023 10:26:20
10000965,10003674,Meredith,Sims,01/31/2021,2021/01/20,I,Inprogress,DP,Document in Process,N,88000,,,,Kevin Russo,Daughter,100,,14/02/2023 10:26:20
10000966,10003678,Lauren,Stewart,01/31/2021,2021/01/20,R,Received,,,N,194000,,,,Laura Johnson,Son,100,,14/02/2023 10:26:20
10000967,10003679,William,Bautista,01/31/2021,2021/01/20,P,Paid,,,Y,489000,489000,,02/27/2021,Jessica Beard,Daughter,100,1001001,14/02/2023 10:26:20
10000968,10003681,Ronald,Sullivan,01/31/2021,2021/01/20,I,Inprogress,RA,Requirement Awaited,N,450000,,,,Robert Davidson,Spouse,100,,14/02/2023 10:26:20
10000969,10003682,Kimberly,Holmes,01/31/2021,2021/01/20,A,Adjudicated,,,Y,165000,,02/24/2021,,Michelle Evans,Daughter,100,,14/02/2023 10:26:20
10000970,10003684,Toni,Dickson,01/31/2021,2021/01/20,R,Received,,,Y,358000,,,,Kathryn Rodriguez,Spouse,100,,14/02/2023 10:26:20
10000971,10003686,Alexis,Black,01/31/2021,2021/01/22,P,Paid,,,Y,251000,251000,,02/12/2021,Stephen Gregory,Son,100,1001001,14/02/2023 10:26:20
10000972,10003689,Elizabeth,Miles,01/31/2021,2021/01/23,R,Received,,,Y,294000,,,,John Williams,Son,100,,14/02/2023 10:26:20
10000973,10003692,Mary,Smith,01/31/2021,2021/01/23,I,Inprogress,RA,Requirement Awaited,Y,264000,,,,Joseph Cook,Son,100,,14/02/2023 10:26:20
10000974,10003696,Alexandra,Miller,01/31/2021,2021/01/23,A,Adjudicated,,,Y,89000,,02/10/2021,,Joseph Johnson,Daughter,100,,14/02/2023 10:26:20
10000975,10003704,John,Mejia,01/31/2021,2021/01/24,A,Adjudicated,,,Y,364000,,02/19/2021,,Denise Massey,Daughter,100,,14/02/2023 10:26:20
10000976,10003713,Lori,Moore,01/31/2021,2021/01/25,R,Received,,,N,337000,,,,Kenneth Gates,Son,100,,14/02/2023 10:26:20
10000977,10003716,David,Porter,01/31/2021,2021/01/25,I,Inprogress,BN,Beneficiary Not Found,N,75000,,,,Andrew Adams,Spouse,100,,14/02/2023 10:26:20
10000978,10003725,Christine,Gordon,01/31/2021,2021/01/27,R,Received,,,N,181000,,,,Lisa Green,Daughter,100,,14/02/2023 10:26:20
10000979,10003730,Heather,Cox,01/31/2021,2021/01/28,A,Adjudicated,,,N,205000,,02/08/2021,,Matthew Edwards,Son,100,,14/02/2023 10:26:20
10000980,10003734,Charles,Franco,01/31/2021,2021/01/28,A,Adjudicated,,,Y,239000,,02/26/2021,,Tyler Ali,Son,100,,14/02/2023 10:26:20
10000981,10003740,Francisco,Orr,01/31/2021,2021/01/29,R,Received,,,Y,241000,,,,Sarah Williams,Son,100,,14/02/2023 10:26:20
10000982,10003743,Valerie,Noble,01/31/2021,2021/01/29,I,Inprogress,FI,Fraud Investigation In Progress,Y,261000,,,,Rebecca Fox MD,Son,100,,14/02/2023 10:26:20
10000983,10003746,Laura,Crawford,01/31/2021,2021/01/29,P,Paid,,,N,178000,178000,,02/11/2021,Timothy White,Spouse,100,1001001,14/02/2023 10:26:20
10000984,10003748,Billy,Brown,01/31/2021,2021/01/29,A,Adjudicated,,,N,480000,,02/17/2021,,Eric Hall,Son,100,,14/02/2023 10:26:20
10000985,10003751,Michelle,Lee,01/31/2021,2021/01/30,R,Received,,,N,427000,,,,Morgan Sanchez,Son,100,,14/02/2023 10:26:20
10000986,10003760,Michelle,Martinez,01/31/2021,2021/01/30,P,Paid,,,N,415000,415000,,02/24/2021,James Farmer,Spouse,100,1001001,14/02/2023 10:26:20
10000987,10003763,Amber,Lee,01/31/2021,2021/01/30,A,Adjudicated,,,Y,492000,,02/27/2021,,Kimberly Davis,Daughter,100,,14/02/2023 10:26:20
10000988,10003767,Patrick,Peterson,01/31/2021,2021/01/31,P,Paid,,,Y,240000,240000,,02/14/2021,Vincent Hardy,Spouse,100,1001001,14/02/2023 10:26:20
10000989,10003202,Megan,Brown,01/31/2021,2020/11/30,P,Paid,,,Y,477000,477000,,02/17/2021,Tiffany Espinoza,Spouse,100,1001001,14/02/2023 10:26:20
10000990,10003213,Anthony,Perez,01/31/2021,2020/11/30,A,Adjudicated,,,Y,342000,,03/02/2021,,Mary Walker,Daughter,100,,14/02/2023 10:26:20
10000991,10003226,Lindsey,Rodriguez,01/31/2021,2020/12/01,P,Paid,,,N,188000,188000,,03/04/2021,Curtis Rosario,Daughter,100,1001001,14/02/2023 10:26:20
10000992,10003228,Gary,Gonzalez,01/31/2021,2020/12/02,I,Inprogress,RA,Requirement Awaited,N,301000,,,,Robert Lowe,Spouse,100,,14/02/2023 10:26:20
10000993,10003237,Victoria,Moore,01/31/2021,2020/12/02,P,Paid,,,Y,226000,226000,,02/22/2021,Jennifer Miller,Son,100,1001001,14/02/2023 10:26:20
10000994,10003324,Sarah,May,01/31/2021,2020/12/17,P,Paid,,,N,322000,322000,,02/19/2021,Michelle Barron,Daughter,100,1001001,14/02/2023 10:26:20
10000995,10003347,Renee,Burke,01/31/2021,2020/12/18,P,Paid,,,N,132000,132000,,02/10/2021,Jennifer French,Son,100,1001001,14/02/2023 10:26:20
10000996,10003368,Sarah,Mcdowell,01/31/2021,2020/12/21,R,Received,,,N,164000,,,,Sarah Thomas,Son,100,,14/02/2023 10:26:20
10000997,10003373,James,Bell,01/31/2021,2020/12/22,R,Received,,,N,203000,,,,Christopher Gamble,Spouse,100,,14/02/2023 10:26:20
10000998,10003448,Julie,Martinez,01/31/2021,2021/01/02,I,Inprogress,BN,Beneficiary Not Found,N,419000,,,,Robert Gomez,Spouse,100,,14/02/2023 10:26:20
10000999,10003450,Patricia,Bradley,01/31/2021,2021/01/02,A,Adjudicated,,,N,448000,,02/13/2021,,Zachary Bradley,Son,100,,14/02/2023 10:26:20
10001000,10002859,Raymond,Fuller,01/31/2021,2020/10/27,I,Inprogress,RA,Requirement Awaited,Y,61000,,,,Tanner Hunter,Son,100,,14/02/2023 10:26:20
10001001,10002882,John,Maxwell,01/31/2021,2020/10/29,P,Paid,,,N,351000,351000,,03/08/2021,Jasmine Bowman,Son,100,1001001,14/02/2023 10:26:20
10001002,10002906,Victoria,Young,01/31/2021,2020/11/01,A,Adjudicated,,,N,375000,,02/09/2021,,James Francis,Daughter,100,,14/02/2023 10:26:20
10001003,10002956,Brent,Robbins,01/31/2021,2020/11/10,A,Adjudicated,,,Y,75000,,02/08/2021,,Patrick Thompson,Spouse,100,,14/02/2023 10:26:20
10001004,10002971,Brenda,Hunter,01/31/2021,2020/11/13,R,Received,,,Y,314000,,,,Scott Terrell,Son,100,,14/02/2023 10:26:20
10001005,10002998,Alison,Wells,01/31/2021,2020/11/15,I,Inprogress,FI,Fraud Investigation In Progress,N,446000,,,,Lisa Stout,Daughter,100,,14/02/2023 10:26:20
10001006,10003048,Philip,Cannon,01/31/2021,2020/11/21,R,Received,,,N,333000,,,,Grace Smith,Daughter,100,,14/02/2023 10:26:20
10001007,10003191,Stephen,Williams,01/31/2021,2020/12/05,R,Received,,,N,186000,,,,Lisa Guzman DVM,Spouse,100,,14/02/2023 10:26:20
10001008,10002730,Brandon,Ellison,01/31/2021,2020/10/16,A,Adjudicated,,,Y,320000,,03/02/2021,,Richard Gonzalez,Daughter,100,,14/02/2023 10:26:20
10001009,10002741,Daniel,Freeman,01/31/2021,2020/10/17,R,Received,,,N,437000,,,,Lauren Cuevas,Spouse,100,,14/02/2023 10:26:20
10001010,10002456,Brittney,Richmond,01/31/2021,2020/09/17,A,Adjudicated,,,N,464000,,02/13/2021,,Karen Cook,Son,100,,14/02/2023 10:26:20
10001011,10001512,Ricky,Schaefer,01/31/2021,2020/06/09,R,Received,,,Y,474000,,,,Jill Hernandez,Daughter,100,,14/02/2023 10:26:20
10001012,10003772,Zachary,Nelson,02/28/2021,2021/02/01,A,Adjudicated,,,Y,314000,,03/26/2021,,Aaron Evans,Spouse,100,,14/02/2023 10:26:20
10001013,10003777,Stacy,Kelly,02/28/2021,2021/02/01,R,Received,,,Y,450000,,,,John Stephens,Daughter,100,,14/02/2023 10:26:20
10001014,10003778,Gary,Clark,02/28/2021,2021/02/01,P,Paid,,,Y,394000,394000,,03/11/2021,Debra Rivas,Daughter,100,1001001,14/02/2023 10:26:20
10001015,10003786,Michael,Harvey,02/28/2021,2021/02/02,I,Inprogress,FI,Fraud Investigation In Progress,N,397000,,,,Ashlee Phillips,Daughter,100,,14/02/2023 10:26:20
10001016,10003796,Donna,Ortega,02/28/2021,2021/02/04,R,Received,,,N,166000,,,,Robert Brown,Son,100,,14/02/2023 10:26:20
10001017,10003798,Amanda,Rivera,02/28/2021,2021/02/04,I,Inprogress,FI,Fraud Investigation In Progress,N,415000,,,,Michael Mccoy,Spouse,100,,14/02/2023 10:26:20
10001018,10003807,Carolyn,Lopez,02/28/2021,2021/02/04,P,Paid,,,Y,441000,441000,,03/29/2021,Omar Mendoza,Daughter,100,1001001,14/02/2023 10:26:20
10001019,10003812,Anthony,Moore,02/28/2021,2021/02/05,I,Inprogress,PL,Policy Lapsed,Y,209000,,,,Laura Scott,Spouse,100,,14/02/2023 10:26:20
10001020,10003813,Christian,Carroll,02/28/2021,2021/02/06,A,Adjudicated,,,Y,69000,,03/23/2021,,Robert Gibson,Daughter,100,,14/02/2023 10:26:20
10001021,10003814,Aaron,Dean,02/28/2021,2021/02/06,P,Paid,,,Y,72000,72000,,03/22/2021,Matthew Thomas,Daughter,100,1001001,14/02/2023 10:26:20
10001022,10003824,David,Day,02/28/2021,2021/02/07,P,Paid,,,N,319000,319000,,04/01/2021,Kristin Chavez,Son,100,1001001,14/02/2023 10:26:20
10001023,10003830,Tabitha,Cox,02/28/2021,2021/02/09,I,Inprogress,BN,Beneficiary Not Found,Y,453000,,,,Stephen Morales,Spouse,100,,14/02/2023 10:26:20
10001024,10003832,Jeffrey,Lynch,02/28/2021,2021/02/09,R,Received,,,N,395000,,,,Katherine Barajas,Spouse,100,,14/02/2023 10:26:20
10001025,10003837,Sally,Thompson,02/28/2021,2021/02/09,R,Received,,,Y,295000,,,,Sally Salazar,Spouse,100,,14/02/2023 10:26:20
10001026,10003839,Daniel,Humphrey,02/28/2021,2021/02/10,P,Paid,,,Y,376000,376000,,03/12/2021,Stephanie Davis,Spouse,100,1001001,14/02/2023 10:26:20
10001027,10003840,David,Robbins,02/28/2021,2021/02/10,R,Received,,,N,431000,,,,Angie Burke,Son,100,,14/02/2023 10:26:20
10001028,10003845,Michael,Young,02/28/2021,2021/02/12,P,Paid,,,Y,473000,473000,,03/26/2021,Melissa Hale,Son,100,1001001,14/02/2023 10:26:20
10001029,10003847,Robert,Aguilar,02/28/2021,2021/02/12,R,Received,,,Y,59000,,,,Albert Johnson,Daughter,100,,14/02/2023 10:26:20
10001030,10003858,Heather,Winters,02/28/2021,2021/02/14,I,Inprogress,DP,Document in Process,N,373000,,,,Christine Grant,Daughter,100,,14/02/2023 10:26:20
10001031,10003881,Jacob,Banks,02/28/2021,2021/02/19,P,Paid,,,Y,217000,217000,,03/24/2021,Jacob Moore,Daughter,100,1001001,14/02/2023 10:26:20
10001032,10003882,Diane,Kirk,02/28/2021,2021/02/19,P,Paid,,,Y,152000,152000,,03/18/2021,Michael Rosario,Son,100,1001001,14/02/2023 10:26:20
10001033,10003884,Heather,Stanley,02/28/2021,2021/02/20,I,Inprogress,FI,Fraud Investigation In Progress,N,273000,,,,Aaron Brooks,Spouse,100,,14/02/2023 10:26:20
10001034,10003885,Sharon,Wallace,02/28/2021,2021/02/20,I,Inprogress,FI,Fraud Investigation In Progress,N,277000,,,,Christine Thompson,Son,100,,14/02/2023 10:26:20
10001035,10003886,Maria,Osborne,02/28/2021,2021/02/20,I,Inprogress,FI,Fraud Investigation In Progress,Y,93000,,,,Sabrina Holmes,Daughter,100,,14/02/2023 10:26:20
10001036,10003887,Erik,Shepherd,02/28/2021,2021/02/20,I,Inprogress,PL,Policy Lapsed,Y,112000,,,,Kevin Pennington,Son,100,,14/02/2023 10:26:20
10001037,10003891,Steven,Powell,02/28/2021,2021/02/21,A,Adjudicated,,,N,229000,,03/28/2021,,Danielle Mahoney,Son,100,,14/02/2023 10:26:20
10001038,10003893,Stephanie,Wallace,02/28/2021,2021/02/21,P,Paid,,,N,463000,463000,,03/24/2021,Kurt Hendrix,Spouse,100,1001001,14/02/2023 10:26:20
10001039,10003895,Robert,Thompson,02/28/2021,2021/02/21,A,Adjudicated,,,N,108000,,03/22/2021,,Mario Ramos,Son,100,,14/02/2023 10:26:20
10001040,10003906,Dylan,Kirby,02/28/2021,2021/02/22,P,Paid,,,N,386000,386000,,03/21/2021,Shaun Davis,Son,100,1001001,14/02/2023 10:26:20
10001041,10003913,Betty,Turner,02/28/2021,2021/02/22,A,Adjudicated,,,N,225000,,03/28/2021,,Joshua Moreno,Son,100,,14/02/2023 10:26:20
10001042,10003929,April,Jenkins,02/28/2021,2021/02/24,A,Adjudicated,,,N,100000,,03/27/2021,,Charles Davis,Daughter,100,,14/02/2023 10:26:20
10001043,10003935,Joseph,Mcdonald,02/28/2021,2021/02/25,P,Paid,,,N,143000,143000,,03/27/2021,Keith Wells,Son,100,1001001,14/02/2023 10:26:20
10001044,10003937,Vanessa,Richardson,02/28/2021,2021/02/25,A,Adjudicated,,,N,361000,,03/30/2021,,Kimberly Pope,Son,100,,14/02/2023 10:26:20
10001045,10003943,Benjamin,Williams,02/28/2021,2021/02/25,I,Inprogress,RA,Requirement Awaited,N,371000,,,,Jeff Robinson,Daughter,100,,14/02/2023 10:26:20
10001046,10003946,Andrea,Lopez,02/28/2021,2021/02/26,I,Inprogress,FI,Fraud Investigation In Progress,N,353000,,,,Susan Gilbert,Daughter,100,,14/02/2023 10:26:20
10001047,10003947,James,George,02/28/2021,2021/02/26,A,Adjudicated,,,N,483000,,03/10/2021,,Timothy Hanna,Spouse,100,,14/02/2023 10:26:20
10001048,10003951,Sean,Atkinson,02/28/2021,2021/02/26,A,Adjudicated,,,N,130000,,03/20/2021,,Ryan Zimmerman,Daughter,100,,14/02/2023 10:26:20
10001049,10003952,Jessica,Schaefer,02/28/2021,2021/02/26,P,Paid,,,N,378000,378000,,03/16/2021,Matthew Hill,Spouse,100,1001001,14/02/2023 10:26:20
10001050,10003480,Virginia,Armstrong,02/28/2021,2020/12/28,I,Inprogress,DP,Document in Process,Y,206000,,,,Mr. George Ortega,Spouse,100,,14/02/2023 10:26:20
10001051,10003528,Luke,Douglas,02/28/2021,2021/01/01,R,Received,,,Y,80000,,,,Kevin York,Spouse,100,,14/02/2023 10:26:20
10001052,10003536,Kristin,Sanchez,02/28/2021,2021/01/02,R,Received,,,N,400000,,,,Wendy Salazar,Son,100,,14/02/2023 10:26:20
10001053,10003581,Carolyn,Ross,02/28/2021,2021/01/07,I,Inprogress,BN,Beneficiary Not Found,Y,395000,,,,Lisa Hall,Spouse,100,,14/02/2023 10:26:20
10001054,10003604,Holly,Smith,02/28/2021,2021/01/09,A,Adjudicated,,,Y,342000,,03/22/2021,,Shelia Khan,Son,100,,14/02/2023 10:26:20
10001055,10003675,Brian,Dennis,02/28/2021,2021/01/20,P,Paid,,,Y,358000,358000,,03/27/2021,Richard Rosario,Son,100,1001001,14/02/2023 10:26:20
10001056,10003690,Eric,Cruz,02/28/2021,2021/01/23,P,Paid,,,Y,128000,128000,,03/09/2021,Jeff Gallagher,Son,100,1001001,14/02/2023 10:26:20
10001057,10003728,Sean,Allen,02/28/2021,2021/01/27,I,Inprogress,FI,Fraud Investigation In Progress,Y,395000,,,,Emily Costa,Son,100,,14/02/2023 10:26:20
10001058,10003768,Kimberly,Hoffman,02/28/2021,2021/01/31,A,Adjudicated,,,Y,294000,,03/24/2021,,Samantha Nguyen,Spouse,100,,14/02/2023 10:26:20
10001059,10003288,Jeffrey,Harris,02/28/2021,2020/12/09,R,Received,,,Y,191000,,,,Tamara Acevedo,Daughter,100,,14/02/2023 10:26:20
10001060,10003300,April,Diaz,02/28/2021,2020/12/12,R,Received,,,N,116000,,,,Ashley Lopez,Spouse,100,,14/02/2023 10:26:20
10001061,10003349,Amber,Gilmore,02/28/2021,2020/12/19,I,Inprogress,BN,Beneficiary Not Found,Y,252000,,,,Madison Alvarez,Daughter,100,,14/02/2023 10:26:20
10001062,10003356,Ashley,Ruiz,02/28/2021,2020/12/19,R,Received,,,Y,369000,,,,Clarence Sampson,Son,100,,14/02/2023 10:26:20
10001063,10003363,Jon,Jackson,02/28/2021,2020/12/21,A,Adjudicated,,,N,122000,,03/25/2021,,Kelly Diaz,Son,100,,14/02/2023 10:26:20
10001064,10003412,Brian,Adams,02/28/2021,2020/12/27,P,Paid,,,Y,261000,261000,,03/17/2021,Rachel Cox,Daughter,100,1001001,14/02/2023 10:26:20
10001065,10003462,Christine,Cox,02/28/2021,2021/01/03,I,Inprogress,PL,Policy Lapsed,Y,304000,,,,Maria Ramos,Daughter,100,,14/02/2023 10:26:20
10001066,10003464,Elizabeth,Gardner,02/28/2021,2021/01/03,A,Adjudicated,,,N,96000,,03/22/2021,,Paula Hart,Daughter,100,,14/02/2023 10:26:20
10001067,10002867,Brian,Rosales,02/28/2021,2020/10/28,I,Inprogress,PL,Policy Lapsed,N,268000,,,,William Gutierrez,Daughter,100,,14/02/2023 10:26:20
10001068,10002907,Justin,Rogers,02/28/2021,2020/11/01,R,Received,,,Y,101000,,,,Cheryl Jackson,Son,100,,14/02/2023 10:26:20
10001069,10003046,Wendy,Smith,02/28/2021,2020/11/21,P,Paid,,,Y,498000,498000,,03/18/2021,Christine Bell,Son,100,1001001,14/02/2023 10:26:20
10001070,10003112,Brittany,Bailey,02/28/2021,2020/11/27,A,Adjudicated,,,N,62000,,03/27/2021,,Gregory Quinn,Daughter,100,,14/02/2023 10:26:20
10001071,10003190,Kayla,Hernandez,02/28/2021,2020/12/05,A,Adjudicated,,,Y,273000,,03/21/2021,,Kelly Phillips,Daughter,100,,14/02/2023 10:26:20
10001072,10002617,Michael,Smith,02/28/2021,2020/10/02,I,Inprogress,RA,Requirement Awaited,N,174000,,,,William Williams,Daughter,100,,14/02/2023 10:26:20
10001073,10002761,David,Harris,02/28/2021,2020/10/22,P,Paid,,,N,351000,351000,,03/08/2021,Kathryn Brennan,Daughter,100,1001001,14/02/2023 10:26:20
10001074,10002355,Joseph,Mueller,02/28/2021,2020/09/02,R,Received,,,N,495000,,,,Justin Harris,Spouse,100,,14/02/2023 10:26:20
10001075,10002406,Jennifer,Coleman,02/28/2021,2020/09/11,P,Paid,,,Y,354000,354000,,03/12/2021,Nathaniel Petersen,Spouse,100,1001001,14/02/2023 10:26:20
10001076,10003956,Alison,Welch,04/04/2021,2021/03/01,R,Received,,,Y,482000,,,,Lauren Davis,Son,100,,14/02/2023 10:26:20
10001077,10003965,Angela,Morgan,04/04/2021,2021/03/01,P,Paid,,,N,352000,352000,,05/05/2021,Shelly Zavala,Son,100,1001001,14/02/2023 10:26:20
10001078,10003968,Charles,Barron,04/04/2021,2021/03/02,A,Adjudicated,,,N,408000,,04/24/2021,,Ryan Hardy,Spouse,100,,14/02/2023 10:26:20
